p_id,p_name,p_categories,p_id_shop,p_shop_name,p_brand,p_day_created,p_sold_quantity,p_original_price,p_current_price,p_discount_rate
83412126,Bình Giữ Nhiệt Lock&Lock Energetic One-Touch Tumbler LHC3249 - 550ML,Bình giữ nhiệt,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,659.0,702,528000,269000,49
53789448,"Bộ cây lau nhà tự vắt thông minh, chổi lau nhà 360 độ, lau sạch khô nhanh - Parroti Pro PR01",Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,974.0,12844,799000,429000,46
13334313,Bộ 6 chén (bát) cơm sứ phong cách Nhật Bản hoa văn sắc xưa giả cổ,Nhà Cửa - Đời Sống,3340.0,Công ty TNHH TM Minh Gia Lợi,OEM,1372.0,938,209000,209000,0
99868980,Bình Giữ Nhiệt Locknlock Bucket Tumbler LHC4269 540ml,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,593.0,10359,473000,235000,50
115092053,"Bộ ga giường poly cotton LIDACO drap giường đủ size nệm 1m2, 1m4, 1m6, 1m8 (Tặng 01 vỏ gối ôm)",Bộ ga,43482.0,Lidaco Official Store,LIDACO,529.0,2338,106000,89000,16
201040328,Bình giữ nhiệt LocknLock Riga Tumbler Vietnam Edition LHC4160 897ml,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,82.0,808,715000,347000,51
73124602,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Vacuum Bottle LHC6180SLV (800ML),Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,775.0,1437,677000,349000,48
72652203,Hộp đựng thức ăn cho bé Lock&Lock có vạch chia 230ml x 3 hộp LLG508S3,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,785.0,11686,350000,170000,51
21441057,Chảo Chống Dính Đá Sunhouse SBD18,Nhà Cửa - Đời Sống,182530.0,GIADUNG TẤN PHÁT,Sunhouse,1280.0,3,182900,182900,0
48045630,5 Viên Pin Smartkey - Cmos Panasonic CR2032 - Hàng Chính Hãng,Nhà Cửa - Đời Sống,71726.0,Thegioipin88,Panasonic,1070.0,2806,95000,95000,0
54484578,Đèn Bàn Học LED USB Di Động Cao Cấp Có Thể Gập Hai Chỗ – 03 Chế Độ Ánh Sáng Vàng Bảo Vệ Mắt Chống Cận eLights,Nhà Cửa - Đời Sống,97355.0,Future Store,eLights,965.0,6134,199000,189000,5
70656791,giấy ăn gấu trúc Ycool khăn giấy tre 1 thùng 30 gói 300 tờ siêu dai mềm mại,Phụ kiện nhà bếp khác,131980.0,Giấy ycool,ycool,810.0,12778,125000,125000,0
173854188,Ổ cắm xoay gấp gọn Điện Quang ĐQ ESK RT,Ổ cắm,17490.0,Điện Quang Official Store,Điện Quang,273.0,549,35800,25000,30
3480627,Bộ Cây Lau Nhà Xoay Tay Compact Spin Mop Lock&Lock ETM466: Thùng Giặt + Cây + Bông Lau,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1616.0,6621,924000,475000,49
58804363,Dụng cụ băm rau củ quả Lock&Lock Quick Chopper,Dụng cụ xay,1.0,Tiki Trading,LocknLock,887.0,13393,171000,81000,53
197141676,"Bộ ga và Chăn chần bông Ai By Akemi Lovesome, gồm 5 món (King/Queen)",Bộ ga,168565.0,Akemi Official Stores,Akemi,119.0,6,1290000,1176000,9
141298313,Hạt giống mướp hương Việt Nam siêu thơm - Làm vườn cực dễ cùng anh kỹ sư,Hạt giống,42056.0,KoyShop,OEM,411.0,1911,6000,6000,0
174619828,"Thùng rác treo tủ bếp có nắp đậy 7L - 9L M&L 546 - Sang trọng, thông minh và tiện ích",Thùng rác,250596.0,ML Official Store,M&L,266.0,452,252000,189000,25
73125530,Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml,Hộp đựng thực phẩm,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,775.0,390,362000,199000,45
71890908,Bộ lau nhà xoay 360 độ Sunhouse KS-CL330S,Dụng cụ lau nhà khác,1.0,Tiki Trading,Sunhouse,800.0,1684,412000,259000,37
198417196,Giường Frappuccino PVC_ K(1.8m),Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,103.0,0,17300000,16089000,7
118858137,Nạo Gọt Rau Củ Quả  Inox 304 Hàng Cao Cấp - Mua 1 Lần Dùng Mãi Mãi,Dụng cụ Cắt-Gọt-Bào,151652.0,Jodily StarHome HP,Jodily StarHome,503.0,1479,70000,70000,0
104681179,Bông lau thay thế cho Cây lau nhà biến tốc MyJae,Khăn,190794.0,MyJae Flagship Store,MyJae,564.0,566,119000,119000,0
53583472,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa)",Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,981.0,9861,1667000,790000,53
202805930,Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không  Lock&Lock NVY-4 - LHC8052S01,Hộp đựng thực phẩm,1.0,Tiki Trading,LocknLock,70.0,259,1490000,735000,51
198417133,Sofa 3 chỗ Lewis Jang In 1603810001-02,Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,103.0,0,38500000,32725000,15
133898113,Giường Pallet / Giường Ngủ Pallet Gỗ Thông Gấp Gọn / Giường Gỗ Thông nhập khẩu Mới 100% ,Nội thất phòng ngủ khác,300697.0,Nội thất Asaka 139 Phổ Quang,OEM,437.0,0,580000,580000,0
107961500,Ly Nhựa 2 Lớp LocknLock Double Wall Cold Cup Cherry Blossom 750ml HAP509,Ly,1.0,Tiki Trading,LocknLock,561.0,5071,217000,108000,50
42465518,"Cây thông Noel 1,5m tặng kèm 1 bộ phụ kiên đầy đủ cao cấp",Trang trí nhà cửa khác,267549.0,SHOPNHIMCUNG,OEM,1139.0,5,287000,287000,0
144405717,Xông trầm lớn màu giả cổ phi 120,Lư trầm,242795.0,Sản phẩm Công Giáo Tâm Đức,OEM,401.0,1,3425000,3425000,0
104991715,"Bộ 2 chảo vân đá chống dính Tefal Natura dùng cho bếp ga và hồng ngoại (20cm, 24cm) - Hàng chính hãng",Chảo các loại,121435.0,Tefal Official Store - Chính hãng,Tefal,573.0,3797,929000,499000,46
1657931,Vợt Muỗi Sunhouse SHE-E200 - Vàng,Nhà Cửa - Đời Sống,1.0,Tiki Trading,Sunhouse,1755.0,8816,119000,74000,38
892121,Pin Max 8 + 4 Viên Energizer E91 BP8+4 AA,Pin tiểu,1242.0,"Vo Hoang Trading Co.,Ltd",Energizer,1863.0,2033,136800,136800,0
84566545,Ổ cắm điện đa năng kết hợp ổ cắm USB Nakagami chất lượng cao công nghệ Nhật Bản - Màu ngẫu nhiên,Ổ cắm,118406.0,Vạn Tín Store,Nakagami,652.0,3805,155000,155000,0
200623571,"Dụng cụ thái thịt đa năng Foodcom, máy chặt thịt gà, thái rau củ quả thông minh tiện dụng tiết kiệm thời gian ",Dao các loại,40528.0,FOODCOM,foodcom,85.0,21,1498000,899000,40
122692850,"Cây chà sàn thông minh cao cấp, chổi chà sàn đa năng 2 trong 1, cọ sàn và gạt nước – Parroti Easy ES02",Bàn chải,96639.0,Parroti Store,Parroti,477.0,3841,199000,146700,26
186627908,"Ghế Gác Chân Công Thái Học Ergonomic Footrest, Ghế Kê Chân Ghế Gác Chân Văn Phòng",Nội thất phòng học,285488.0,Office Chill,OEM,201.0,1095,280000,189000,33
187636657,"Keo Dán Giày Đa Năng Dán Mọi Loại Giày, Chống Thấm",Khác,151652.0,Jodily StarHome HP,Jodily StarHome,195.0,1472,45000,30000,33
71111080,"Kệ Để Giày Dép Inox 5 Tầng Chính Hãng Amalife, Giá Để Giày Inox 5 Tầng - Chọn Màu",Kệ & Tủ,55591.0,miDoctor,Amalife,747.0,892,169000,125000,26
134242996,Ly Nhựa Có Ống Hút Lock&Lock HAP507YEL,Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,436.0,343,217000,119000,45
119203295,"Combo 5 Khăn Lau Bếp, Lau Kính Siêu Thấm Hút Parroti - Fiber FB02",Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,501.0,2005,89000,48200,46
94724913,"Ron Dán Che Khe Cửa ,Chân Cửa,Khung Cửa CTFAST Chống Bụi, Ngăn Côn Trùng, Chống Ồn, Chống Thoát Nhiệt Điều Hòa, Chống Va Đập Cửa - Mẫu Cải Tiến 2021 ( Hàng Chính Hãng )",Ron,54602.0,HUY HÙNG AFAST,CTFAST,611.0,1483,70000,63000,10
104270135,Bình Giữ Nhiệt Lock&Lock Featherlight One-touch Tumbler LHC3257 500ml,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,575.0,3150,517000,246200,52
114570096,Bàn trà Nora,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,531.0,0,5800000,4930000,15
2119169,Bộ Cây Lau Nhà Lock&Lock Squeeze Flat Mop ETM471,Dụng cụ lau nhà khác,1.0,Tiki Trading,LocknLock,1702.0,8556,979000,475000,51
47115292,"Đèn led đom đóm fairy light dây đồng trang trí decor phòng, cắm trại tạo không gian cổ tích lãng mạn",Đèn khác,246985.0,PHƯƠNG ĐÔNG TPHCM,OEM,1085.0,1,32000,32000,0
162526068,"Đất trồng cây SOILMIX cho hoa hồng, cây cảnh, sen đá, rau sạch hữu cơ, bổ sung phân bón vi sinh, trichoderma, đá perlite",Phân bón,54962.0,Docneem Official,Monrovia,322.0,855,49000,49000,0
17423771,Pin nút Panasonic 3V CR-2032 x01 vỉ,Nhà Cửa - Đời Sống,107444.0,Thế Giới Pin Sinh Thái,Panasonic,1316.0,2597,100000,90000,10
205858542,Bàn trà Amor mặt đá JANG IN,Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,48.0,0,11300000,7910000,30
186256010,Vỏ gối nằm cotton tici Lidaco kích thước tiêu chuẩn (1 chiếc),Vỏ gối,43482.0,Lidaco Official Store,LIDACO,203.0,255,39000,36000,8
173211404,"Ghế Xoay Văn Phòng Ngồi Làm Việc Công Thái Học Deli - Tay Gập Thông Minh, Có Ngả Lưng, Lưới Thoáng Khí, Chân Xoay Tiện Ích, Đệm Ghế Êm Aí - Phù Hợp Học Sinh, Văn Phòng, Game Thủ, Gaming - Hàng Chính Hãng - E4928 / E4929 / E4925 / E4926G",Bàn ghế làm việc,113115.0,Deli Official Store,Deli,280.0,1817,1258200,699000,44
186879900,"Cây lau nhà Kitimop-XPRO 42cm tự vắt thông minh không cần thùng, chổi lau nhà xoay 360 độ cứng cáp chắc chắn bền bỉ",Chổi,158587.0,Kitimop Official Store,Kitimop,197.0,432,285000,149000,48
114570629,Sofa thư giãn Nyon (Tabocco),Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,532.0,2,29900000,29900000,0
203230333,Bộ lau nhà TIKILabel Innovative Mop Set,Dụng cụ lau nhà khác,1.0,Tiki Trading,TIKILabel,68.0,314,450000,259000,42
127747995,Chăn lông cừu Tafurong hàng cao cấp siêu ấm kích thước 2mx2m3,Chăn,43482.0,Lidaco Official Store,LIDACO,455.0,513,659000,449000,32
114570393,Sofa Dinan thư giãn(Nomad),Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,531.0,1,29900000,29900000,0
76834277,Combo 2 Miếng Lau Nhà Thế Hệ Mới Parroti Pro PAD2-PR01 - Kích Thước 33 x12 CM (Chỉ dùng được cho Bộ lau nhà Parroti Pro),Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,702.0,1540,135000,73000,46
56082477,"Hộp Đựng Thực Phẩm, Thức Ăn Bằng Nhựa Cao Cấp Hokkaido Inochi Nhật Bản - Đảm bảo an toàn cho sức khỏe - Hình Tròn - Nhiều Size - Nhiều Màu",Nhà Cửa - Đời Sống,185072.0,INC Gia Dụng,Inochi,944.0,478,29000,14500,50
11058658,1kg Túi Đựng Rác Tự Phân Hủy Sinh Học Titapha (full size),Túi đựng rác,20680.0,SG Titapha Co LTD,Titapha,1405.0,10716,54000,45000,17
114569811,Bộ Ghế Sofa Ocean Light Brown 3 Chỗ + Stool Jang In 1701300001-01,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,531.0,0,20400000,17340000,15
104680895,Cây lau nhà 360 độ sợi microfiber,Nhà Cửa - Đời Sống,190794.0,MyJae Flagship Store,MyJae,564.0,1056,330000,162000,51
892141,Pin Max 8 + 4 Viên Energizer E92 BP8+4 AAA,Pin tiểu,11618.0,MYMYMART,Energizer,1863.0,25,199000,125000,37
181989367,Bóng đèn led 4 cánh 60w to đẹp ánh sáng trắng,Bóng đèn,263578.0,Dụng Cụ Y Khoa Hoàn Mỹ 1,OEM,228.0,496,67000,67000,0
42718737, Đèn Led Trang Trí Bóng Tròn Dài 6M - 40  Bóng Trang Trí Noel Lễ Tết,Đèn khác,246985.0,PHƯƠNG ĐÔNG TPHCM,OEM,1135.0,100,59000,59000,0
114569740,Bàn trà Ava,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,531.0,0,5900000,4997300,15
10227148,Dụng Cụ Mài Dao 3 Lớp Lock&Lock CKK112 (245 x 53 x 72 mm),Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1442.0,2690,275000,137000,50
3677799,Hộp 6 Lõi  Lọc Nước BRITA Maxtra Plus Filter Cartridge,Nhà Cửa - Đời Sống,6916.0,BRITA VIỆT NAM,Brita,1605.0,2480,1669000,999000,40
188153396,Thùng gạo Clear Duy Tân,Khác,1.0,Tiki Trading,Duy Tân,191.0,117,299000,183000,39
195852183,Bình giữ nhiệt bằng thép không gỉ LocknLock Jumbo Tumbler LHC4300 900ML,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,134.0,420,730000,361000,51
114570456,Sofa Jason N 3 Chỗ Jang In 1602210001-02,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,532.0,0,29800000,26820000,10
134508392,Khăn lau bếp đa năng (LOẠI 2 MẶT),Khăn,172308.0,Tiêu dùng thông minh 247,OEM,435.0,0,2500,2400,4
176598081,Bình giữ nhiệt LocknLock Metro Two Way LHC4274 475ml,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,254.0,785,605000,293000,52
165256438,Khăn mặt sợi tre Bamboo&Love 30x50 mềm mại kháng khuẩn siêu thấm hút an toàn cho da ngay cả với trẻ sơ sinh ,Khăn,267574.0,bamboo and love,OEM,309.0,4796,38000,21600,43
114570639,Ghế Sofa thư giãn điện Peterson 4 Chỗ Jang In 1802000001-01,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,532.0,0,68900000,68900000,0
169978766,"Túi hút chân không đựng quần áo, chăn ga gối , thú bông Deli - Loại dày cao cấp, nhiều hoạ tiết, bảo vệ quần áo, chăn ga khỏi ẩm, nấm mốc, chống nước tuyệt đối",Phụ kiện phòng ngủ khác,113115.0,Deli Official Store,Deli,294.0,1985,32400,18000,44
169848307,"Kệ Wifi Treo Tường 2 Tầng Không Cần Khoan Để Đầu Thu Kỹ Thuật Số, Remote, Điện Thoại - IG407",Kệ & Tủ,48574.0,IGEA Nội Thất Thông Minh,IGA,294.0,1806,62000,62000,0
122911188,"Găng tay cao su siêu dai rửa bát, bao tay cao su rửa chén, vệ sinh nhà cửa, an toàn, không mùi hôi Parroti Active AT01",Dụng cụ vệ sinh khác,96639.0,Parroti Store,Parroti,477.0,4220,89000,48000,46
177999497,"Đế Chống Rung Lắc Máy Giặt Proki Dùng Cho Mọi Loại Máy Giặt, bàn ghế, máy lọc nước mẫu mới, Chân Kê Máy Giặt Chống Rung chống ồn Tăng tuổi thọ, đệm chống rung máy giặt siêu êm, không tiếng động",Phụ kiện giặt ủi khác,298600.0,GD Tiến Phát,OEM,246.0,0,90000,90000,0
191297982,Bộ Bàn ăn 8 chỗ Ceramic_Winston (2200) 1504400001-02,Sofa/ salon và phụ kiện,203362.0,Jang In,JangIn,170.0,0,57900000,43425000,25
176799999,"Túi Vải Đựng Quần Áo, Chăn Màn - Hộp Vải Đựng Đồ Khung Thép Chịu Lực Cao Cấp - Chính Hãng JYooHome",Tủ,249634.0,Homebox Store,JYooHome,254.0,1044,160000,80000,50
45126295,Dây đèn led trang trí 5m nháy 1 màu nhiều chế độ nháy,Đèn khác,145004.0,Thiết Bị Điện Thùy Dương,OEM,1109.0,703,13000,13000,0
112321595,"Đèn Học Chống Cận Thị, Đèn Đọc Sách, Đèn Làm Việc Để Bàn Chống Chói Mắt Lóa Mắt Bảo Vệ Mắt Chống Cận Thị, Cảm Ứng Siêu Sáng - VinBuy",Đèn bàn,109746.0,VinBuy,VinBuy,541.0,1196,260000,135900,48
185756969,Cây lau kính đa năng Kitimop-3IN1 lau kính kèm gạt nước silicone xoay 360 độ chống trượt nhỏ gọn thông minh tiện lợi,Dụng cụ vệ sinh khác,158587.0,Kitimop Official Store,Kitimop  Home Tool Cleaning,196.0,615,75000,39000,48
205858513,Ghế Annie office chair (Green) JANG IN,Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,48.0,0,4900000,3920000,20
54145105,"Cọ Bồn Cầu Toilet, Cọ Vệ Sinh Cao Cấp - Parroti Silicon SL01 – Có Bình Đựng Nước Tẩy, Cây Gắp Tóc Tiện Dụng",Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,971.0,6174,190000,109000,43
58357614,"Đèn bắt muỗi, ruồi và các loại côn trùng Con Dơi",Đèn diệt côn trùng,26405.0,Đèn bắt muỗi con dơi,CON DƠI,897.0,3671,420000,420000,0
1575707,Bình Giữ Nhiệt Lock&Lock New Basic Table LHC4026 (500ml),Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1768.0,20875,424000,206000,51
2119173,Cây Lau Nhà Dạng Xịt Nước Lock&Lock ETM472,Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,1702.0,285,539000,299000,45
205858518,Bàn trà ceramic Vermont (lắp kệ) JANG IN,Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,48.0,0,9100000,6370000,30
191505971,Bình giữ nhiệt Lock&Lock Maman Cup Vacuum Bottle,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,170.0,421,515000,249000,52
15605817,Bộ Dao Nhà Bếp 5 Món Cookplus Lock&Lock CKK101S5BLK,Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,1332.0,356,292000,169000,42
147976287,Thảm Chùi Chân Lau Chân nhà bếp TBS SHOUSE cao cấp chống trượt 3d trải sàn giá rẻ đế cao su hút nước hình thú phòng khách ,Thảm chùi chân,141070.0,Shouse,Shouse,388.0,821,55000,55000,0
205858519,Sofa thư giãn Dinan (Camel) JANG IN,Sofa/ salon và phụ kiện,203362.0,Jang In,Jang In,48.0,0,29900000,29900000,0
122700651,"Cây lau kính, gạt chùi kính đa năng 2 đầu trong 1 - Parroti Shiny SN01",Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,478.0,2585,199000,119000,40
153066085,Pin CR2032 Lithium 3V Maxell cao cấp Made In Japan - Hàng chính hãng,Pin tiểu,247955.0,Kho Pin Quang Trung,Maxell,375.0,21,30000,30000,0
116244976,"Túi Đựng Hộp Cơm Grepaco Giữ Nhiệt Nóng Lạnh Đựng Đồ Thức Ăn Văn Phòng, Du Lịch – Vải Bố Canvas, Kích Thước To (Cỡ Lớn), Kiểu Dáng Giỏ Xách Thời Trang Nam Nữ - Tặng Túi Đựng Muỗng Nĩa",Phụ kiện nhà bếp khác,21959.0,GREPACO,GREPACO,519.0,489,149000,149000,0
117032461,Bình Giữ Nhiệt SWEEJAR Thép 304 Không Gỉ Di Động Mini 520ML Dễ Thương Nhỏ Gọn Khi Mang Theo BGN09,Bình giữ nhiệt,146174.0,HOÀNG HÀ 888,TAKIHA,515.0,583,300000,140000,53
1918591,"Keo Dán Giày, Dây Nịt Đa Năng Selleys Kwik Grip (50ml)",Khác,1028.0,TAVANA,Selleys,1727.0,3665,35000,23600,33
161030427,"Cây lau tường trần nhà, chổi lau kính đa năng hình tam giác - Kitimop-A3",Chổi,158587.0,Kitimop Official Store,Kitimop,330.0,329,199000,139000,30
187616941,"Cây lau nhà thông minh Kitimop-C6 có thùng vắt 2 ngăn sang xịn, chổi lau nhà xoay 360 độ linh hoạt lau sạch khô nhanh",Dụng cụ lau nhà khác,158587.0,Kitimop Official Store,Kitimop  Home Tool Cleaning,195.0,615,425000,259000,39
59047203,"Bộ 10 đầu tưới nắp chai nhỏ giọt tự động thông minh có điều chỉnh ( tưới hoa, cây cảnh )",Vòi nước và phụ kiện tưới cây,291069.0,RUBY2,OEM,874.0,325,75372,37686,50
55875210,"Tủ Vải Đựng Đồ Khung Thép Chịu Lực, Túi Đựng Chăn Màn Quần Áo miDoctor Tiện Lợi - Giao Màu Ngẫu Nhiên",Nhà Cửa - Đời Sống,34473.0,Danido Store,miDoctor,945.0,3879,130000,86600,33
185756654,"Cây chà sàn nhà tắm đa năng 2 trong 1, chổi cọ sàn và gạt nước - Kitimop-Z4",Bàn chải,158587.0,Kitimop Official Store,Kitimop  Home Tool Cleaning,196.0,882,110000,59000,46
189491905,"Nhang Sen Thuần Khiết Liên Tâm 20.5cm 160 cây - Ít khói, dịu nhẹ, 100% Đài sen thiên nhiên",Nhà Cửa - Đời Sống,64157.0,Nhang Sen Liên Tâm,Liên Tâm,185.0,1114,75000,69750,7
74396976,"Máy xay tỏi ớt bằng tay Lock&Lock (Nhiều kích cỡ) - Hàng chính hãng, lực nghiền mạnh với 3 lưỡi dao thép không gỉ",Dụng cụ xay,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,744.0,4028,171000,99000,42
2153235,Bình Giữ Nhiệt Lock&Lock Feather Light LHC4131BKR (450ml),Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,1699.0,3378,545000,297000,46
173151383,Thảm Lau Chân Chùi Chân Silicon trải sàn phòng tắm siêu thấm hút nước chống trơn trượt cao cấp đế cao su chất siêu dày,Thảm chùi chân,141070.0,Shouse,Shouse,279.0,1837,53900,53900,0
52760599,"Dây Đèn LED Đom Đóm Fairy Light Trang Trí Ngoài Trời Chống Nước, Nhiều Chế Độ Sáng",Đèn khác,246985.0,PHƯƠNG ĐÔNG TPHCM,OEM,992.0,26,45000,45000,0
52504270,Chiếu Mây Điều Hòa Cao Cấp Loại dày,Chiếu,43482.0,Lidaco Official Store,LIDACO,996.0,1983,209000,199000,5
72615961,"Dây đèn led đom đóm trang trí decor phòng, du lịch cắm trại, fairy light cao cấp (tùy chọn loại nguồn cấp, chiều dài dây và màu sắc)",Đèn khác,133345.0,DEHA Official Store,DEHA,785.0,3373,115000,85000,26
92521124,Ủng Bọc Giày Đi Mưa Chống Nước Có Đế Chống Trơn Trượt Cao Cấp,Áo mưa,291266.0,KandK12 Shop,OEM,623.0,33,36991,36991,0
15249707,"Combo 10 miếng Keo dán bẫy chuột, gián, thằn lằn, côn trùng Korea Catch Mouse ",Dụng cụ diệt côn trùng khác,272408.0,LIONKATA,OEM,1337.0,13,80000,56000,30
68846901,"Thang nhôm ghế gia đình 4 bậc SUMIKA SK304 - Chiều cao 1.45m, tải trọng 150kg",Nhà Cửa - Đời Sống,1764.0,PGN Professional Equips & Cleaning,Sumika,821.0,321,900000,675000,25
120552065,Bình giữ nhiệt inox 304 Elmich EL-8013OL dung tích 480ml,Bình giữ nhiệt,1.0,Tiki Trading,Elmich,492.0,870,389000,169000,57
182971940,Bình giữ nhiệt LocknLock có 2 nắp thay thế New Clip Tumbler 540ml LHC4279,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,224.0,891,520000,252000,52
91273061,Giấy ăn gấu trúc Khăn giấy tre Ycool 1 thùng 30 gói 260 tờ 4 lớp,Phụ kiện nhà bếp khác,131980.0,Giấy ycool,ycool,625.0,4665,106000,106000,0
146262084,Gối cao su non Memory Foam Nooz Giúp Nâng Đỡ Đốt Sống Cổ Chống Đau Vai Gáy Ngủ Sâu Phù Hợp Với Mọi Tư Thế Nằm Vỏ Gối Tencel,Gối các loại,136324.0,Nooz Home Goods,NOOZ,394.0,2436,560000,339000,39
52581646,Dây Đèn LED Rèm Trăng Sao Chống Thấm Nước Trang Trí Ngoài Trời - Dài 2.5 Mét,Đèn khác,246985.0,PHƯƠNG ĐÔNG TPHCM,OEM,996.0,7,89000,89000,0
64464459,"Đệm Tròn Ngồi Bệt , Đệm Lót Ghế Xinh Xắn LIDACO Phong Cách Nhật Bản Kích Cỡ 45x5cm",Gối các loại,43482.0,Lidaco Official Store,LIDACO,855.0,697,69000,60000,13
1399571,Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 (50 x 30 cm) - Trắng,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1804.0,10395,483000,240000,50
73638934,Chảo chống dính đáy từ Elmich 4703OL size 20cm,Nhà Cửa - Đời Sống,1.0,Tiki Trading,Elmich,761.0,1217,450000,193000,57
1398733,Cây Lau Nhà Dạng Đứng Lock&Lock ETM461 - Trắng Phối Màu ,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1804.0,4759,539000,277000,49
176169965,Chăn chần bông Everon Lite chất vải microfiber TDELM kích thước 1m6x2m,Chăn,2207.0,Everon Official Store,Everon Lite,259.0,470,500000,289000,42
203220337,Khăn Tắm Cotton TIKILabel 60 x 120cm,Khăn,1.0,Tiki Trading,TIKILabel,68.0,84,194000,149000,23
12736380,Đồng hồ để bàn led báo thức thông minh,Đồng hồ để bàn,291069.0,RUBY2,OEM,1378.0,6,312798,156399,50
15164014,Keo dán đa năng dán thủ công mỹ nghệ B7000 50ml,Khác,137411.0,Phụ Kiện Store 76,OEM,1337.0,316,19000,19000,0
48716779,"6 cuộn Túi đựng rác gia đình, Bao đựng rác văn phòng tiện lợi màu đen size trung 55x65",Túi đựng rác,92052.0,Phú Thành Phát,Titapha,1047.0,3100,95000,79000,17
178068438,"Khăn giấy cuộn đa năng, lau bếp, lau kính, chén bát, lau tay (50 khăn/cuộn, 25cm x25cm) - Parroti Bingo NG01",Nhà Cửa - Đời Sống,96639.0,Parroti Store,Parroti,244.0,636,78000,39900,49
186557908,"Túi 100 Dây Rút, Lạt Nhựa (Trắng/Đen) Siêu Bền Để Làm Vườn, Thi Công Tiện Lợi",Khác,17480.0,Ghế Nam Việt,NAVIVU,201.0,121,25000,25000,0
45443981,01 Gói Hạt Giống Đậu Khế - Đậu Rồng -Nảy Mầm Cực Chuẩn,Nhà Cửa - Đời Sống,42056.0,KoyShop,OEM,1104.0,777,5800,5800,0
113224438,"Ruột gối nằm, ruột gối vuông viền đen LIDACO cao cấp (1 chiếc)",Ruột gối,43482.0,Lidaco Official Store,LIDACO,538.0,1817,125000,85000,32
197581462,Combo Hộp giữ nhiệt LHC8042 + Ly nhựa 2 lớp Lock&Lock,Bình giữ nhiệt,1.0,Tiki Trading,LocknLock,113.0,395,1063000,399000,62
72015075,"Đầu gắn vòi nước tăng áp, xoay 360 độ, hai chế độ nước, bằng đồng thau Waternymph ASQPQ034-N0020 (kèm bộ Ren chuyển đổi 6 món cho tất cả các loại vòi nước tiêu chuẩn)",Chậu,77480.0,Waternymph Official Store,Waternymph,793.0,1549,189000,129000,32
169705136,"Chân đỡ đa năng máy giặt tủ lạnh PROKI chống rung, chống xê dịch, giảm tiếng ồn, cách điện, chống trầy xước nền nhà",Phụ kiện giặt ủi khác,16725.0,Sứa Closet,Proki,294.0,206,145000,131000,10
